,name,group,round,id_in_group,guess,twothirds,best,win,payoff,id,strategy
322,GoR_2,150,2,1,51.0,28.0,33.0,0,0.76,qw6y61ri,
323,GoR_2,150,2,2,33.0,28.0,33.0,1,1.26,efcfgy63,
324,GoR_2,150,3,1,49.0,36.33,49.0,1,0.76,qw6y61ri,
325,GoR_2,150,3,2,60.0,36.33,49.0,0,1.26,efcfgy63,
326,GoR_2,150,4,1,40.0,26.67,40.0,1,0.76,qw6y61ri,
327,GoR_2,150,4,2,40.0,26.67,40.0,1,1.26,efcfgy63,
328,GoR_2,150,5,1,39.0,26.0,39.0,1,0.76,qw6y61ri,
329,GoR_2,150,5,2,39.0,26.0,39.0,1,1.26,efcfgy63,
330,GoR_2,150,6,1,38.0,22.33,29.0,0,0.76,qw6y61ri,
331,GoR_2,150,6,2,29.0,22.33,29.0,1,1.26,efcfgy63,
332,GoR_2,150,7,1,40.0,23.33,30.0,0,0.76,qw6y61ri,
333,GoR_2,150,7,2,30.0,23.33,30.0,1,1.26,efcfgy63,
334,GoR_2,150,8,1,25.0,18.33,25.0,1,0.76,qw6y61ri,"i lowered my number, but not too much"
335,GoR_2,150,8,2,30.0,18.33,25.0,0,1.26,efcfgy63,I went for around 25-30
336,GoR_2,162,1,1,59.0,34.67,45.0,0,1.25,g4mxad86,
337,GoR_2,162,1,2,45.0,34.67,45.0,1,0.75,jvn4imtm,
338,GoR_2,162,2,1,20.0,11.33,14.0,0,1.25,g4mxad86,
339,GoR_2,162,2,2,14.0,11.33,14.0,1,0.75,jvn4imtm,
340,GoR_2,162,3,1,4.0,27.67,4.0,1,1.25,g4mxad86,
341,GoR_2,162,3,2,79.0,27.67,4.0,0,0.75,jvn4imtm,
342,GoR_2,162,4,1,7.0,21.0,7.0,1,1.25,g4mxad86,
343,GoR_2,162,4,2,56.0,21.0,7.0,0,0.75,jvn4imtm,
344,GoR_2,162,5,1,2.0,6.67,2.0,1,1.25,g4mxad86,
345,GoR_2,162,5,2,18.0,6.67,2.0,0,0.75,jvn4imtm,
346,GoR_2,162,6,1,13.0,35.0,13.0,1,1.25,g4mxad86,
347,GoR_2,162,6,2,92.0,35.0,13.0,0,0.75,jvn4imtm,
348,GoR_2,162,7,1,14.0,6.33,5.0,0,1.25,g4mxad86,
349,GoR_2,162,7,2,5.0,6.33,5.0,1,0.75,jvn4imtm,
350,GoR_2,162,8,1,6.0,4.33,6.0,1,1.25,g4mxad86,i tried to beat the opponent previous number to get closer
351,GoR_2,162,8,2,7.0,4.33,6.0,0,0.75,jvn4imtm,"I noticed the numbers seemed to be low after awhile, so I went low."
352,GoR_2,167,1,1,83.0,52.67,75.0,0,1.25,frtow44w,
353,GoR_2,167,1,2,75.0,52.67,75.0,1,0.75,mqsteypm,
354,GoR_2,167,2,1,15.0,28.33,15.0,1,1.25,frtow44w,
355,GoR_2,167,2,2,70.0,28.33,15.0,0,0.75,mqsteypm,
356,GoR_2,167,3,1,28.0,26.67,28.0,1,1.25,frtow44w,
357,GoR_2,167,3,2,52.0,26.67,28.0,0,0.75,mqsteypm,
358,GoR_2,167,4,1,7.0,20.67,7.0,1,1.25,frtow44w,
359,GoR_2,167,4,2,55.0,20.67,7.0,0,0.75,mqsteypm,
360,GoR_2,167,5,1,23.0,21.0,23.0,1,1.25,frtow44w,
361,GoR_2,167,5,2,40.0,21.0,23.0,0,0.75,mqsteypm,
362,GoR_2,167,6,1,19.0,16.33,19.0,1,1.25,frtow44w,
363,GoR_2,167,6,2,30.0,16.33,19.0,0,0.75,mqsteypm,
364,GoR_2,167,7,1,25.0,13.33,15.0,0,1.25,frtow44w,
365,GoR_2,167,7,2,15.0,13.33,15.0,1,0.75,mqsteypm,
366,GoR_2,167,8,1,82.0,29.0,5.0,0,1.25,frtow44w,used my favorite number
367,GoR_2,167,8,2,5.0,29.0,5.0,1,0.75,mqsteypm,Tried to guess what the pattern was
368,GoR_2,177,1,1,40.0,30.33,40.0,1,1.51,qfwjclxt,
369,GoR_2,177,1,2,51.0,30.33,40.0,0,0.51,sn1kz9m6,
370,GoR_2,177,2,1,45.0,30.0,45.0,1,1.51,qfwjclxt,
371,GoR_2,177,2,2,45.0,30.0,45.0,1,0.51,sn1kz9m6,
372,GoR_2,177,3,1,55.0,37.67,55.0,1,1.51,qfwjclxt,
373,GoR_2,177,3,2,58.0,37.67,55.0,0,0.51,sn1kz9m6,
374,GoR_2,177,4,1,57.0,32.33,40.0,0,1.51,qfwjclxt,
375,GoR_2,177,4,2,40.0,32.33,40.0,1,0.51,sn1kz9m6,
376,GoR_2,177,5,1,45.0,31.0,45.0,1,1.51,qfwjclxt,
377,GoR_2,177,5,2,48.0,31.0,45.0,0,0.51,sn1kz9m6,
378,GoR_2,177,6,1,45.0,30.0,45.0,1,1.51,qfwjclxt,
379,GoR_2,177,6,2,45.0,30.0,45.0,1,0.51,sn1kz9m6,
380,GoR_2,177,7,1,44.0,29.67,44.0,1,1.51,qfwjclxt,
381,GoR_2,177,7,2,45.0,29.67,44.0,0,0.51,sn1kz9m6,
382,GoR_2,177,8,1,39.0,28.0,39.0,1,1.51,qfwjclxt,below 50 is more possible. that's what my strategy.
383,GoR_2,177,8,2,45.0,28.0,39.0,0,0.51,sn1kz9m6,"It seemed that the 2/3 average numbers were always around the same, so after a few guesses  I just kept my answers pretty much the same"
384,GoR_2,182,1,1,24.0,14.67,20.0,0,0.25,bhrtw1hl,
385,GoR_2,182,1,2,20.0,14.67,20.0,1,1.75,yyvb6xpe,
386,GoR_2,182,2,1,57.0,37.33,55.0,0,0.25,bhrtw1hl,
387,GoR_2,182,2,2,55.0,37.33,55.0,1,1.75,yyvb6xpe,
388,GoR_2,182,3,1,24.0,16.33,24.0,1,0.25,bhrtw1hl,
389,GoR_2,182,3,2,25.0,16.33,24.0,0,1.75,yyvb6xpe,
390,GoR_2,182,4,1,85.0,46.67,55.0,0,0.25,bhrtw1hl,
391,GoR_2,182,4,2,55.0,46.67,55.0,1,1.75,yyvb6xpe,
392,GoR_2,182,5,1,50.0,23.33,20.0,0,0.25,bhrtw1hl,
393,GoR_2,182,5,2,20.0,23.33,20.0,1,1.75,yyvb6xpe,
394,GoR_2,182,6,1,55.0,31.0,38.0,0,0.25,bhrtw1hl,
395,GoR_2,182,6,2,38.0,31.0,38.0,1,1.75,yyvb6xpe,
396,GoR_2,182,7,1,57.0,34.0,45.0,0,0.25,bhrtw1hl,
397,GoR_2,182,7,2,45.0,34.0,45.0,1,1.75,yyvb6xpe,
398,GoR_2,182,8,1,57.0,37.33,55.0,0,0.25,bhrtw1hl,5
399,GoR_2,182,8,2,55.0,37.33,55.0,1,1.75,yyvb6xpe,2
400,GoR_2,186,1,1,73.0,41.0,50.0,0,1.25,yh93mce4,
401,GoR_2,186,1,2,50.0,41.0,50.0,1,0.75,03a0h6th,
402,GoR_2,186,2,1,73.0,41.0,50.0,0,1.25,yh93mce4,
403,GoR_2,186,2,2,50.0,41.0,50.0,1,0.75,03a0h6th,
404,GoR_2,186,3,1,62.0,37.33,50.0,0,1.25,yh93mce4,
405,GoR_2,186,3,2,50.0,37.33,50.0,1,0.75,03a0h6th,
406,GoR_2,186,4,1,49.0,33.0,49.0,1,1.25,yh93mce4,
407,GoR_2,186,4,2,50.0,33.0,49.0,0,0.75,03a0h6th,
408,GoR_2,186,5,1,48.0,32.67,48.0,1,1.25,yh93mce4,
409,GoR_2,186,5,2,50.0,32.67,48.0,0,0.75,03a0h6th,
410,GoR_2,186,6,1,48.0,32.67,48.0,1,1.25,yh93mce4,
411,GoR_2,186,6,2,50.0,32.67,48.0,0,0.75,03a0h6th,
412,GoR_2,186,7,1,38.0,29.33,38.0,1,1.25,yh93mce4,
413,GoR_2,186,7,2,50.0,29.33,38.0,0,0.75,03a0h6th,
414,GoR_2,186,8,1,48.0,32.67,48.0,1,1.25,yh93mce4,none really. Just realized what was going on and chose accordingly.
415,GoR_2,186,8,2,50.0,32.67,48.0,0,0.75,03a0h6th,guessed in between every time the number 50
416,GoR_2,194,1,1,33.0,41.0,33.0,1,1.5,pwsp462u,
417,GoR_2,194,1,2,90.0,41.0,33.0,0,0.5,jb4r2mzz,
418,GoR_2,194,2,1,25.0,38.33,25.0,1,1.5,pwsp462u,
419,GoR_2,194,2,2,90.0,38.33,25.0,0,0.5,jb4r2mzz,
420,GoR_2,194,3,1,30.0,21.67,30.0,1,1.5,pwsp462u,
421,GoR_2,194,3,2,35.0,21.67,30.0,0,0.5,jb4r2mzz,
422,GoR_2,194,4,1,22.0,20.67,22.0,1,1.5,pwsp462u,
423,GoR_2,194,4,2,40.0,20.67,22.0,0,0.5,jb4r2mzz,
424,GoR_2,194,5,1,18.0,14.33,18.0,1,1.5,pwsp462u,
425,GoR_2,194,5,2,25.0,14.33,18.0,0,0.5,jb4r2mzz,
426,GoR_2,194,6,1,99.0,41.33,25.0,0,1.5,pwsp462u,
427,GoR_2,194,6,2,25.0,41.33,25.0,1,0.5,jb4r2mzz,
428,GoR_2,194,7,1,33.0,17.67,20.0,0,1.5,pwsp462u,
429,GoR_2,194,7,2,20.0,17.67,20.0,1,0.5,jb4r2mzz,
430,GoR_2,194,8,1,15.0,13.0,15.0,1,1.5,pwsp462u,I tried to outguess the other player
431,GoR_2,194,8,2,24.0,13.0,15.0,0,0.5,jb4r2mzz,"I started with a high number, but realized that most of the players were using lower numbers.  I believe they may have been guessing closer to their ages.  So I lowered the number and actually won two rounds."
432,GoR_2,198,1,1,25.0,26.0,25.0,1,1.0,d2foeib6,
433,GoR_2,198,1,2,53.0,26.0,25.0,0,1.0,385r9wyz,
434,GoR_2,198,2,1,50.0,35.33,50.0,1,1.0,d2foeib6,
435,GoR_2,198,2,2,56.0,35.33,50.0,0,1.0,385r9wyz,
436,GoR_2,198,3,1,40.0,28.33,40.0,1,1.0,d2foeib6,
437,GoR_2,198,3,2,45.0,28.33,40.0,0,1.0,385r9wyz,
438,GoR_2,198,4,1,80.0,35.0,25.0,0,1.0,d2foeib6,
439,GoR_2,198,4,2,25.0,35.0,25.0,1,1.0,385r9wyz,
440,GoR_2,198,5,1,25.0,22.33,25.0,1,1.0,d2foeib6,
441,GoR_2,198,5,2,42.0,22.33,25.0,0,1.0,385r9wyz,
442,GoR_2,198,6,1,80.0,38.0,34.0,0,1.0,d2foeib6,
443,GoR_2,198,6,2,34.0,38.0,34.0,1,1.0,385r9wyz,
444,GoR_2,198,7,1,45.0,22.67,23.0,0,1.0,d2foeib6,
445,GoR_2,198,7,2,23.0,22.67,23.0,1,1.0,385r9wyz,
446,GoR_2,198,8,1,50.0,28.33,35.0,0,1.0,d2foeib6,Very interesting task improve bonus points . 
447,GoR_2,198,8,2,35.0,28.33,35.0,1,1.0,385r9wyz,I guessed low numbers and stuck with similar numbers to the averages before the round. 
448,GoR_2,205,1,1,80.0,36.0,28.0,0,0.75,346idvmn,
449,GoR_2,205,1,2,28.0,36.0,28.0,1,1.25,0aw4agnp,
450,GoR_2,205,2,1,45.0,43.33,45.0,1,0.75,346idvmn,
451,GoR_2,205,2,2,85.0,43.33,45.0,0,1.25,0aw4agnp,
452,GoR_2,205,3,1,55.0,31.0,38.0,0,0.75,346idvmn,
453,GoR_2,205,3,2,38.0,31.0,38.0,1,1.25,0aw4agnp,
454,GoR_2,205,4,1,22.0,16.0,22.0,1,0.75,346idvmn,
455,GoR_2,205,4,2,26.0,16.0,22.0,0,1.25,0aw4agnp,
456,GoR_2,205,5,1,39.0,20.0,21.0,0,0.75,346idvmn,
457,GoR_2,205,5,2,21.0,20.0,21.0,1,1.25,0aw4agnp,
458,GoR_2,205,6,1,50.0,22.67,18.0,0,0.75,346idvmn,
459,GoR_2,205,6,2,18.0,22.67,18.0,1,1.25,0aw4agnp,
460,GoR_2,205,7,1,18.0,11.0,15.0,0,0.75,346idvmn,
461,GoR_2,205,7,2,15.0,11.0,15.0,1,1.25,0aw4agnp,
462,GoR_2,205,8,1,12.0,13.33,12.0,1,0.75,346idvmn,I attempted to adjust my guesses based on prior numbers.
463,GoR_2,205,8,2,28.0,13.33,12.0,0,1.25,0aw4agnp,good
464,GoR_2,214,1,1,25.0,20.33,25.0,1,1.38,z6o5oqyz,
465,GoR_2,214,1,2,36.0,20.33,25.0,0,0.63,lnsep69q,
466,GoR_2,214,2,1,1.0,18.33,1.0,1,1.38,z6o5oqyz,
467,GoR_2,214,2,2,54.0,18.33,1.0,0,0.63,lnsep69q,
468,GoR_2,214,3,1,3.0,22.67,3.0,1,1.38,z6o5oqyz,
469,GoR_2,214,3,2,65.0,22.67,3.0,0,0.63,lnsep69q,
470,GoR_2,214,4,1,24.0,16.0,24.0,1,1.38,z6o5oqyz,
471,GoR_2,214,4,2,24.0,16.0,24.0,1,0.63,lnsep69q,
472,GoR_2,214,5,1,30.0,39.0,30.0,1,1.38,z6o5oqyz,
473,GoR_2,214,5,2,87.0,39.0,30.0,0,0.63,lnsep69q,
474,GoR_2,214,6,1,45.0,18.33,10.0,0,1.38,z6o5oqyz,
475,GoR_2,214,6,2,10.0,18.33,10.0,1,0.63,lnsep69q,
476,GoR_2,214,7,1,32.0,35.67,32.0,1,1.38,z6o5oqyz,
477,GoR_2,214,7,2,75.0,35.67,32.0,0,0.63,lnsep69q,
478,GoR_2,214,8,1,27.0,13.33,13.0,0,1.38,z6o5oqyz,I M FINE TO GET
479,GoR_2,214,8,2,13.0,13.33,13.0,1,0.63,lnsep69q,"I started out just guessing numbers, but when i saw the other numbers were lower, i started picking lower  numbers"
480,GoR_2,218,1,1,56.0,32.0,40.0,0,0.0,t5xedv19,
481,GoR_2,218,1,2,40.0,32.0,40.0,1,2.0,n7ujxegn,
482,GoR_2,218,2,1,52.0,27.0,29.0,0,0.0,t5xedv19,
483,GoR_2,218,2,2,29.0,27.0,29.0,1,2.0,n7ujxegn,
484,GoR_2,218,3,1,51.0,27.0,30.0,0,0.0,t5xedv19,
485,GoR_2,218,3,2,30.0,27.0,30.0,1,2.0,n7ujxegn,
486,GoR_2,218,4,1,41.0,23.33,29.0,0,0.0,t5xedv19,
487,GoR_2,218,4,2,29.0,23.33,29.0,1,2.0,n7ujxegn,
488,GoR_2,218,5,1,37.0,21.33,27.0,0,0.0,t5xedv19,
489,GoR_2,218,5,2,27.0,21.33,27.0,1,2.0,n7ujxegn,
490,GoR_2,218,6,1,25.0,15.0,20.0,0,0.0,t5xedv19,
491,GoR_2,218,6,2,20.0,15.0,20.0,1,2.0,n7ujxegn,
492,GoR_2,218,7,1,23.0,12.33,14.0,0,0.0,t5xedv19,
493,GoR_2,218,7,2,14.0,12.33,14.0,1,2.0,n7ujxegn,
494,GoR_2,218,8,1,18.0,10.0,12.0,0,0.0,t5xedv19,"I used no strategy, as I just guessed."
495,GoR_2,218,8,2,12.0,10.0,12.0,1,2.0,n7ujxegn,"I thought that most people would start with close to 2/3 of the total amount that could be chose which would be around 66 out of 100, then chose a lower number closer to 2/3 of that. Then as the rounds when on I paid attention to what the other person picked as their number and adjusted my number, usually going lower because most will lower their number if they lose trying to get closer to the 2/3 amount from the previous round."
496,GoR_2,233,1,1,44.0,34.33,44.0,1,1.5,1cu1y140,
497,GoR_2,233,1,2,59.0,34.33,44.0,0,0.5,d315oinf,
498,GoR_2,233,2,1,65.0,35.0,40.0,0,1.5,1cu1y140,
499,GoR_2,233,2,2,40.0,35.0,40.0,1,0.5,d315oinf,
500,GoR_2,233,3,1,40.0,35.0,40.0,1,1.5,1cu1y140,
501,GoR_2,233,3,2,65.0,35.0,40.0,0,0.5,d315oinf,
502,GoR_2,233,4,1,35.0,21.67,30.0,0,1.5,1cu1y140,
503,GoR_2,233,4,2,30.0,21.67,30.0,1,0.5,d315oinf,
504,GoR_2,233,5,1,25.0,33.33,25.0,1,1.5,1cu1y140,
505,GoR_2,233,5,2,75.0,33.33,25.0,0,0.5,d315oinf,
506,GoR_2,233,6,1,25.0,25.0,25.0,1,1.5,1cu1y140,
507,GoR_2,233,6,2,50.0,25.0,25.0,0,0.5,d315oinf,
508,GoR_2,233,7,1,20.0,16.67,20.0,1,1.5,1cu1y140,
509,GoR_2,233,7,2,30.0,16.67,20.0,0,0.5,d315oinf,
510,GoR_2,233,8,1,22.0,27.33,22.0,1,1.5,1cu1y140,I made estimates about how people might select numbers and made my selections.
511,GoR_2,233,8,2,60.0,27.33,22.0,0,0.5,d315oinf,guessed
512,GoR_2,246,1,1,54.0,34.67,50.0,0,1.0,jlyqu68j,
513,GoR_2,246,1,2,50.0,34.67,50.0,1,1.0,2a8jvnw6,
514,GoR_2,246,2,1,40.0,28.33,40.0,1,1.0,jlyqu68j,
515,GoR_2,246,2,2,45.0,28.33,40.0,0,1.0,2a8jvnw6,
516,GoR_2,246,3,1,35.0,21.67,30.0,0,1.0,jlyqu68j,
517,GoR_2,246,3,2,30.0,21.67,30.0,1,1.0,2a8jvnw6,
518,GoR_2,246,4,1,24.0,13.0,15.0,0,1.0,jlyqu68j,
519,GoR_2,246,4,2,15.0,13.0,15.0,1,1.0,2a8jvnw6,
520,GoR_2,246,5,1,10.0,36.67,10.0,1,1.0,jlyqu68j,
521,GoR_2,246,5,2,100.0,36.67,10.0,0,1.0,2a8jvnw6,
522,GoR_2,246,6,1,21.0,33.67,21.0,1,1.0,jlyqu68j,
523,GoR_2,246,6,2,80.0,33.67,21.0,0,1.0,2a8jvnw6,
524,GoR_2,246,7,1,20.0,23.33,20.0,1,1.0,jlyqu68j,
525,GoR_2,246,7,2,50.0,23.33,20.0,0,1.0,2a8jvnw6,
526,GoR_2,246,8,1,16.0,8.67,10.0,0,1.0,jlyqu68j,"I would start getting close to the number from the previous round, and try to be below it."
527,GoR_2,246,8,2,10.0,8.67,10.0,1,1.0,2a8jvnw6,Attempted to predict what the other player would pick and based my decision on 2/3 of that average.
528,GoR_2,252,1,1,45.0,40.33,45.0,1,1.0,2bhdp3nf,
529,GoR_2,252,1,2,76.0,40.33,45.0,0,1.0,farm6yhd,
530,GoR_2,252,2,1,67.0,45.67,67.0,1,1.0,2bhdp3nf,
531,GoR_2,252,2,2,70.0,45.67,67.0,0,1.0,farm6yhd,
532,GoR_2,252,3,1,25.0,25.0,25.0,1,1.0,2bhdp3nf,
533,GoR_2,252,3,2,50.0,25.0,25.0,0,1.0,farm6yhd,
534,GoR_2,252,4,1,80.0,38.0,34.0,0,1.0,2bhdp3nf,
535,GoR_2,252,4,2,34.0,38.0,34.0,1,1.0,farm6yhd,
536,GoR_2,252,5,1,70.0,37.0,41.0,0,1.0,2bhdp3nf,
537,GoR_2,252,5,2,41.0,37.0,41.0,1,1.0,farm6yhd,
538,GoR_2,252,6,1,50.0,28.33,35.0,0,1.0,2bhdp3nf,
539,GoR_2,252,6,2,35.0,28.33,35.0,1,1.0,farm6yhd,
540,GoR_2,252,7,1,45.0,25.0,30.0,0,1.0,2bhdp3nf,
541,GoR_2,252,7,2,30.0,25.0,30.0,1,1.0,farm6yhd,
542,GoR_2,252,8,1,15.0,12.33,15.0,1,1.0,2bhdp3nf,I visualized a pendulum in my head and then depending on which way it's one randomly in my brain I went with a number in that range.
543,GoR_2,252,8,2,22.0,12.33,15.0,0,1.0,farm6yhd,"At first I had no strategy. Then, I tried to quickly calculate a rough estimate of the average of the previous numbers."
544,GoR_2,266,1,1,45.0,24.67,29.0,0,0.25,2gadt7h0,
545,GoR_2,266,1,2,29.0,24.67,29.0,1,1.75,mvudvczi,
546,GoR_2,266,2,1,67.0,39.67,52.0,0,0.25,2gadt7h0,
547,GoR_2,266,2,2,52.0,39.67,52.0,1,1.75,mvudvczi,
548,GoR_2,266,3,1,78.0,29.33,10.0,0,0.25,2gadt7h0,
549,GoR_2,266,3,2,10.0,29.33,10.0,1,1.75,mvudvczi,
550,GoR_2,266,4,1,11.0,20.0,11.0,1,0.25,2gadt7h0,
551,GoR_2,266,4,2,49.0,20.0,11.0,0,1.75,mvudvczi,
552,GoR_2,266,5,1,50.0,21.67,15.0,0,0.25,2gadt7h0,
553,GoR_2,266,5,2,15.0,21.67,15.0,1,1.75,mvudvczi,
554,GoR_2,266,6,1,50.0,20.0,10.0,0,0.25,2gadt7h0,
555,GoR_2,266,6,2,10.0,20.0,10.0,1,1.75,mvudvczi,
556,GoR_2,266,7,1,50.0,21.67,15.0,0,0.25,2gadt7h0,
557,GoR_2,266,7,2,15.0,21.67,15.0,1,1.75,mvudvczi,
558,GoR_2,266,8,1,35.0,15.0,10.0,0,0.25,2gadt7h0,Random guessing. 
559,GoR_2,266,8,2,10.0,15.0,10.0,1,1.75,mvudvczi,Tried to use a low number as they were continuously using large numbers.
560,GoR_2,275,1,1,49.0,41.33,49.0,1,0.5,s716vgbr,
561,GoR_2,275,1,2,75.0,41.33,49.0,0,1.5,dmkxtmbe,
562,GoR_2,275,2,1,56.0,35.33,50.0,0,0.5,s716vgbr,
563,GoR_2,275,2,2,50.0,35.33,50.0,1,1.5,dmkxtmbe,
564,GoR_2,275,3,1,51.0,28.67,35.0,0,0.5,s716vgbr,
565,GoR_2,275,3,2,35.0,28.67,35.0,1,1.5,dmkxtmbe,
566,GoR_2,275,4,1,42.0,24.0,30.0,0,0.5,s716vgbr,
567,GoR_2,275,4,2,30.0,24.0,30.0,1,1.5,dmkxtmbe,
568,GoR_2,275,5,1,38.0,26.0,38.0,1,0.5,s716vgbr,
569,GoR_2,275,5,2,40.0,26.0,38.0,0,1.5,dmkxtmbe,
570,GoR_2,275,6,1,69.0,33.0,30.0,0,0.5,s716vgbr,
571,GoR_2,275,6,2,30.0,33.0,30.0,1,1.5,dmkxtmbe,
572,GoR_2,275,7,1,45.0,26.67,35.0,0,0.5,s716vgbr,
573,GoR_2,275,7,2,35.0,26.67,35.0,1,1.5,dmkxtmbe,
574,GoR_2,275,8,1,56.0,28.67,30.0,0,0.5,s716vgbr,I randomly guessed numbers
575,GoR_2,275,8,2,30.0,28.67,30.0,1,1.5,dmkxtmbe,"The average number was quite consistent, so I kept my number reasonably low."
576,GoR_2,285,1,1,28.0,14.0,14.0,0,1.63,pzttfzdl,
577,GoR_2,285,1,2,14.0,14.0,14.0,1,0.38,hw3500vk,
578,GoR_2,285,2,1,31.0,29.67,31.0,1,1.63,pzttfzdl,
579,GoR_2,285,2,2,58.0,29.67,31.0,0,0.38,hw3500vk,
580,GoR_2,285,3,1,39.0,27.0,39.0,1,1.63,pzttfzdl,
581,GoR_2,285,3,2,42.0,27.0,39.0,0,0.38,hw3500vk,
582,GoR_2,285,4,1,19.0,31.33,19.0,1,1.63,pzttfzdl,
583,GoR_2,285,4,2,75.0,31.33,19.0,0,0.38,hw3500vk,
584,GoR_2,285,5,1,27.0,18.0,27.0,1,1.63,pzttfzdl,
585,GoR_2,285,5,2,27.0,18.0,27.0,1,0.38,hw3500vk,
586,GoR_2,285,6,1,40.0,27.33,40.0,1,1.63,pzttfzdl,
587,GoR_2,285,6,2,42.0,27.33,40.0,0,0.38,hw3500vk,
588,GoR_2,285,7,1,40.0,42.67,40.0,1,1.63,pzttfzdl,
589,GoR_2,285,7,2,88.0,42.67,40.0,0,0.38,hw3500vk,
590,GoR_2,285,8,1,19.0,13.33,19.0,1,1.63,pzttfzdl,"I tried to guess what my partner would end up guessing. If my partner's guess for the average for one round was very low, I estimated that he would guess a higher number in the next round and increased my estimation accordingly."
591,GoR_2,285,8,2,21.0,13.33,19.0,0,0.38,hw3500vk,none
592,GoR_2,291,1,1,70.0,49.0,70.0,1,1.0,mtyedz3c,
593,GoR_2,291,1,2,77.0,49.0,70.0,0,1.0,b87kb6qp,
594,GoR_2,291,2,1,80.0,41.67,45.0,0,1.0,mtyedz3c,
595,GoR_2,291,2,2,45.0,41.67,45.0,1,1.0,b87kb6qp,
596,GoR_2,291,3,1,10.0,21.67,10.0,1,1.0,mtyedz3c,
597,GoR_2,291,3,2,55.0,21.67,10.0,0,1.0,b87kb6qp,
598,GoR_2,291,4,1,60.0,33.0,39.0,0,1.0,mtyedz3c,
599,GoR_2,291,4,2,39.0,33.0,39.0,1,1.0,b87kb6qp,
600,GoR_2,291,5,1,50.0,44.33,50.0,1,1.0,mtyedz3c,
601,GoR_2,291,5,2,83.0,44.33,50.0,0,1.0,b87kb6qp,
602,GoR_2,291,6,1,60.0,30.0,30.0,0,1.0,mtyedz3c,
603,GoR_2,291,6,2,30.0,30.0,30.0,1,1.0,b87kb6qp,
604,GoR_2,291,7,1,45.0,25.0,30.0,0,1.0,mtyedz3c,
605,GoR_2,291,7,2,30.0,25.0,30.0,1,1.0,b87kb6qp,
606,GoR_2,291,8,1,15.0,15.0,15.0,1,1.0,mtyedz3c,I watched the average guess of the other players and made my decision based on what I think they would do next.
607,GoR_2,291,8,2,30.0,15.0,15.0,0,1.0,b87kb6qp,The strategy was I try to choose odd numbers from ascending to descending.
608,GoR_2,305,1,1,71.0,42.67,57.0,0,1.25,orfqefoy,
609,GoR_2,305,1,2,57.0,42.67,57.0,1,0.75,l0adm2u2,
610,GoR_2,305,2,1,32.0,25.67,32.0,1,1.25,orfqefoy,
611,GoR_2,305,2,2,45.0,25.67,32.0,0,0.75,l0adm2u2,
612,GoR_2,305,3,1,15.0,26.0,15.0,1,1.25,orfqefoy,
613,GoR_2,305,3,2,63.0,26.0,15.0,0,0.75,l0adm2u2,
614,GoR_2,305,4,1,86.0,42.67,42.0,0,1.25,orfqefoy,
615,GoR_2,305,4,2,42.0,42.67,42.0,1,0.75,l0adm2u2,
616,GoR_2,305,5,1,65.0,29.0,22.0,0,1.25,orfqefoy,
617,GoR_2,305,5,2,22.0,29.0,22.0,1,0.75,l0adm2u2,
618,GoR_2,305,6,1,37.0,25.0,37.0,1,1.25,orfqefoy,
619,GoR_2,305,6,2,38.0,25.0,37.0,0,0.75,l0adm2u2,
620,GoR_2,305,7,1,35.0,35.33,35.0,1,1.25,orfqefoy,
621,GoR_2,305,7,2,71.0,35.33,35.0,0,0.75,l0adm2u2,
622,GoR_2,305,8,1,35.0,26.33,35.0,1,1.25,orfqefoy,Random guessing then zeroing in on a target
623,GoR_2,305,8,2,44.0,26.33,35.0,0,0.75,l0adm2u2,stay close to the middle
624,GoR_2,342,1,1,75.0,35.33,31.0,0,1.0,rlvxo56h,
625,GoR_2,342,1,2,31.0,35.33,31.0,1,1.0,0eowhnr6,
626,GoR_2,342,2,1,75.0,41.33,49.0,0,1.0,rlvxo56h,
627,GoR_2,342,2,2,49.0,41.33,49.0,1,1.0,0eowhnr6,
628,GoR_2,342,3,1,51.0,42.0,51.0,1,1.0,rlvxo56h,
629,GoR_2,342,3,2,75.0,42.0,51.0,0,1.0,0eowhnr6,
630,GoR_2,342,4,1,45.0,19.33,13.0,0,1.0,rlvxo56h,
631,GoR_2,342,4,2,13.0,19.33,13.0,1,1.0,0eowhnr6,
632,GoR_2,342,5,1,30.0,24.33,30.0,1,1.0,rlvxo56h,
633,GoR_2,342,5,2,43.0,24.33,30.0,0,1.0,0eowhnr6,
634,GoR_2,342,6,1,30.0,39.67,30.0,1,1.0,rlvxo56h,
635,GoR_2,342,6,2,89.0,39.67,30.0,0,1.0,0eowhnr6,
636,GoR_2,342,7,1,35.0,22.67,33.0,0,1.0,rlvxo56h,
637,GoR_2,342,7,2,33.0,22.67,33.0,1,1.0,0eowhnr6,
638,GoR_2,342,8,1,30.0,24.33,30.0,1,1.0,rlvxo56h,I tried to guess a number in the middle somewhere so I would be closer more often
639,GoR_2,342,8,2,43.0,24.33,30.0,0,1.0,0eowhnr6,After the first two guesses I decided to place my guess higher and lost. I noticed the P.1 numbers were lower on the 1-100 scale and also chose lower numbers until round 6 just in case there was a curve ball thrown at me.
640,GoR_2,343,1,1,30.0,30.0,30.0,1,1.5,l61b48gt,
641,GoR_2,343,1,2,60.0,30.0,30.0,0,0.5,dp84m9rb,
