guess,session
29.3,15
27,15
73.9249,15
53.78,15
27.04,15
42,15
22,15
25.6,15
12,15
17.483,15
32.5,15
14,15
22.2,15
12.634,15
34,15
64,15
22.2345678,15
26.5,15
22,15
17.391,15
26,15
5.934268445,15
42,15
17.01,15
1.03007,15
0.123745,15
1.436366,15
1.436366,15
0.16501,15
21.76,15
22,15
34.2,15
30,15
55.8,15
21.296,15
34.229,15
37.89,15
33,15
1.141,15
29.858407,15
29.75,15
5.37,15
27.36,15
39.5,15
33.335,15
54,15
33.333,15
33.333,15
51,15
25,15
18.5,15
37.345,15
23.11,15
37.53,15
9.284,15
18.379,15
17.3663,15
66.666,15
11.12,15
4.435729741,15
12.566371,15
28.32,15
27.75,15
19.43,15
43,15
47.7,15
4.96,15
16.1839,15
0.123456789,15
33.3,15
37.35,15
0,15
66.6,15
13.74546144,15
14.24545923,15
13,15
22.22,15
18.50656,15
13.9847565,15
27.5588,15
37.777777,15
87,15
9.9765,15
14.5,15
17,15
16.23455411,15
26.85,15
30,15
9.8,15
10.3,15
66,15
11.197,15
50,15
12.679,15
43.7,15
14.3533321,15
19.358,15
31.2,15
9.456,15
27.45,15
4.333,15
5.34,15
14.435,15
50,15
20,15
42,15
38.6,15
2.857142857,15
45.881,15
12,15
64.333,15
12.001,15
34.7,15
67.759,15
48.73,15
27.271,15
15.112,15
3.1415927,15
2.094,15
24.6,15
0.089,15
0.00000666,15
6.7E-09,15
0.1,15
0.0000056,15
2.094395,15
16.6666,15
7.3,15
0.532,15
87,15
9.251333,15
0.49,15
17,15
39.999,15
0.000022,15
22.222,15
0.3210655,15
27.38492,15
9.14,15
0.447,15
0.285,15
66.157,15
3.4370368,15
58.3,15
50,15
16.0627,15
1.5,15
19,15
3.375,15
53.33,15
0.05,15
100,15
0.108,15
77,15
64.3,15
8.8,15
44.44,15
62,15
17.63,15
13.26,15
0.2,15
0.6789,15
25.287474,15
0.632,15
5,15
1.817986,15
100,15
15.21,15
15.461728,15
11.1111111,15
27,15
47.234,15
31,15
4.38957,15
23.25,15
0.2222,15
27,15
22.21,15
14.142136,15
5,15
100,15
0,15
100,15
7.4779,15
2.3,15
24.3,15
7,15
18.66,15
25.9,15
22.218,15
22.222,15
22.222,15
11.2222,15
13.290372,15
42,15
46,15
7,15
14,15
44.4,15
10.2,15
100,15
18.666,15
1,15
12.566371,15
0.67,15
26,15
0.1415926,15
20.35,15
2.35711131,15
100,15
45.7689,15
12.3,15
83.141593,15
5.427489,15
100,15
67.74,15
2.1,15
14.135,15
100,15
100,15
18,15
17,15
100,15
4.753,15
56.7,15
12.925926,15
100,15
2.39721,15
100,15
22.2225061,15
23.5,15
30.22,15
100,15
100,15
6.34,15
0.99999999,15
33.6666,15
13.5625,15
0.7,15
20.5655,15
0,15
0.75,15
39.7,15
19.25522725,15
7.03,15
2.9869605,15
28,15
19.1,15
11.2,15
1.37749,15
7.023081954,15
8.7121935,15
36,15
21,15
25.853038,15
1.3784049,15
11.3047,15
26.5,15
25.25,15
0,15
0,15
28.616666,15
7.26,15
0.1612,15
15.432,15
20.16,15
9.8765,15
20.37,15
28.001,15
1.386257,15
9.3,15
8.25,15
5.7,15
89.7,15
89.7,15
57.5,15
63.89,15
11,15
13,15
82.62,15
88.4,15
88,15
78,15
85.23,15
97.83,15
88.57777,15
93,15
98.33333333,15
93,15
98,15
83,15
82,15
83.254,15
82.014,15
82.2404,15
87,15
99.9997,15
69,15
13.75,15
8.42367,15
0.06755,15
21.0549,15
3.1415927,15
5.555,15
1.618033989,15
0.460899573,15
5.77,15
19.57,15
9.462394552,15
12.45,15
8.13,15
22.33,15
11.27,15
1.732,15
6.67145593,15
49.5,15
7.4,15
1.75,15
15.2,15
6.58,15
77,15
7.3,15
9.56,15
24,15
22.22,15
0.3,15
11.111,15
1.4325167,15
11.25,15
0.24482,15
9.915,15
7.26,15
4.001,15
8.1,15
4.73,15
1.43,15
8.42,15
7.67,15
6.24,15
5.98,15
4.98,15
9.815,15
7.81,15
3.328,15
5.067,15
6.89,15
6.39,15
5.98,15
7.07106,15
8.24,15
7.367,15
5.592,15
6.1211,15
5.431,15
6.82,15
6.329,15
7.86,15
7.82,15
3.0443078,15
3.1415927,15
11.11,15
14.814,15
13,15
10.7,15
16.666,15
2.221,15
12.61,15
23.09,15
0,15
1.01,15
15.5,15
0.7,15
21.3,15
2.23,15
33,15
14,15
32,15
10,15
37.5,15
25,15
23,15
22.444,15
22.444,15
0.1,15
10.345698,15
3.7543875,15
6.43,15
1.32,15
19.452,15
17.1,15
0,15
46.5,15
33,15
14.31,15
43.5,15
11,15
33.3,15
12.5001,15
18.52,15
50,15
0.0334,15
12.182493,15
0.11,15
0.2485749,15
12.5,15
32,15
22,15
13.64,15
21.9,15
58.66,15
20.456788,15
0,15
26,15
22.222,15
22.222,15
50,15
29,15
45,15
0,15
34.75,15
44.89,15
21.75,15
11.111,15
16,15
27.777777,15
63.97,15
3.1415927,15
42.4242,15
75,15
4.8,15
4.7855,15
13.17,15
34.5,15
33.3334,15
12.5,15
19.1524,15
21,15
0,15
37.333333,15
6.5,15
63.224,15
32.41,15
34.2,15
33.33333333,15
20.245,15
22.22222222,15
22.22,15
32,15
55.6,15
11.94546075,15
28,15
66,15
56.78,15
35,15
66.66,15
17.8,15
48,15
25.46,15
21.78,15
88.88,15
47,15
0.0041,15
6,15
1.666213,15
37,15
0,15
0.721323,15
0.003245,15
0.2968,15
50,15
6.219659,15
15.3086,15
32.68,15
33.333,15
23,15
78,15
22.9,15
33,15
28.838234,15
45,15
50.74,15
18.676,15
63.72,15
8.45724,15
0.651,15
22,15
35,15
22.2222222,15
38.3,15
36.7,15
51.23,15
22.4444,15
24,15
34.44,15
100,15
44,15
12,15
12.7,15
26.667,15
31.7654,15
33.333333,15
55,15
15.422842,15
34.7,15
0.002103,15
21.54,15
10,15
45.42,15
26.7,15
15.213,15
0.640731,15
0.432678,15
2.26444,15
22,15
27.9,15
13,15
37.365,15
19,15
22.2,15
0,15
34.379234,15
67,15
66.6,15
13,15
65.31415,15
37.33,15
65,15
39.7,15
26.832823,15
54.384,15
72.7122242,15
0.225,15
9,15
13.333,15
22,15
11.33,15
23.7,15
14.814812,15
39.763,15
2.104568,15
4.7,15
14.24581732,15
0.14814815,15
44,15
33,15
0,15
63.3,15
41,15
26,15
12.01,15
14.244,15
73,15
18.1047,15
2.364,15
17,15
4.7,15
48,15
41.13,15
23.333,15
40,15
20.2,15
33.333,15
33.3,15
22.75,15
1.446557,15
34,15
20,15
33.33333,15
37,15
12.3333,15
56.333,15
27.98,15
50,15
33.79,15
49.9,15
23.5,15
68.4,15
21.4,15
25.213,15
42.4,15
27.53,15
44.44,15
66.6,15
37,15
19.7,15
45.3,15
41.589652,15
3,15
23,15
44.444,15
3.14159,15
16.01,15
15.99,15
0.3508,15
7,15
54,15
33,15
41.5,15
33.33,15
1.4231234,15
66,15
48,15
24.402669,15
37.856,15
23.476,15
54.32,15
11.85,15
13.7654,15
7.6711,15
9.8765,15
39.387,15
25.012345,15
9.7921,15
33.6666666,15
33.659998,15
33,15
34,15
36,15
34,15
17.4,15
14.376,15
12.82,15
66,15
35,15
15.230769,15
77,15
22,15
21,15
30.254,15
37.68,15
17.12,15
23.75,15
33.333333,15
50,15
0,15
0,15
9.98,15
33,15
16,15
45,15
34.15,15
11.35,15
33.333333,15
29.29,15
21.75,15
22.22222222,15
7,15
0.7111111,15
87,15
0,15
66,15
11.333,15
17.66,15
38.25,15
65.9,15
5.1111,15
45.321,15
21,15
33.33333,15
32.456734,15
22.2,15
31.5264,15
29.42,15
54.81021081,15
25.483624,15
21.65,15
3.123,15
33.3333,15
66.67,15
37.5,15
43.257823,15
57.6,15
9.3,15
18.2,15
8,15
25.5,15
22.1,15
21.8,15
75,15
38.5,15
17.171717,15
21.5428,15
33.3354,15
18.5,15
8.7,15
50.01,15
44.44,15
24,15
41.8,15
44.48,15
17.34,15
11.1,15
0,15
42,15
22.22222,15
52.6,15
3.7037036,15
15.830128,15
22.320548,15
33.333,15
23,15
35,15
22.8,15
0,15
26.473,15
76.45,15
33,15
50,15
1.24,15
22.2,15
16.1,15
6.45,15
24,15
4,15
73,15
14.33245,15
2.34,15
47.586,15
55,15
42,15
33.3,15
22.51,15
58.1,15
19.255,15
33.33,15
20,15
16.4235,15
33.33333,15
15.302489,15
22,15
74,15
75,15
15.2,15
28,15
33.33,15
22.22222,15
28.007,15
12.437,15
26.678,15
0.0314159,15
2.323456431,15
26.462,15
27,15
33.33,15
0.0123,15
33.67,15
0,15
28.38,15
14.2719,15
14.37,15
25.625,15
11.65,15
15.53,15
63.78,15
6.481,15
42.76987,15
35.64,15
41.66,15
45.36,15
53,15
14.679385,15
14.245,15
35,15
36.7,15
34.5,15
40.3,15
47.5,15
38.6,15
28,15
14.1,15
4.53432,15
0.001175,15
73,15
65.5,15
52,15
31.7,15
38.75,15
42.2603,15
35,15
37.8,15
50.6,15
22.5,15
33.33333,15
33.33,15
77.777,15
0,15
1.592171,15
34.96,15
57,15
24.357,15
37.73,15
54,15
32,15
66,15
40.5,15
22.375,15
6.6666667,15
45,15
28.763,15
26.8,15
33.333,15
22,15
56,15
17.2,15
34.75,15
26,15
12.132959,15
42,15
14.783141,15
30.1948,15
22.66,15
17.37,15
58,15
35,15
9.333,15
33.3245,15
27.375,15
14.402,15
0.77073466,15
66.67,15
17,15
76.66,15
19.3,15
35.30876,15
51.79,15
26.78,15
34.76,15
0,15
2.750022,15
19.9,15
29.629629,15
0.03,15
33.33333333,15
33.57,15
22.22222222,15
7,15
12.31824,15
2.236068,15
4.3456784,15
1.6449,15
88.8,15
19.94,15
1.00001,15
12.3,15
0.0314159,15
34.641,15
31.415927,15
0,15
0,15
10.35,15
0,15
0.01,15
11.1087094,15
50,15
,
,
,
33.33,16
33.28,16
55,16
11.56102,16
35,16
33.33,16
33.67,16
24.12,16
22.22222,16
33.6,16
50.9,16
33.33,16
22.22,16
58,16
8,16
17.7777,16
30,16
24.5,16
23,16
28,16
97,16
52.77,16
27.78,16
40.59,16
26.82,16
9.08,16
89.32,16
19.9,16
33,16
46,16
33.98,16
33.33,16
33.66666667,16
50,16
3,16
1,16
23.6,16
13,16
6.32564,16
13,16
84,16
8.23657,16
13.33333,16
11.3353,16
33.66,16
22.73,16
35,16
22.188888,16
5.8527,16
7.7777,16
4.3,16
45.833,16
29,16
69,16
9.665,16
23.5,16
13,16
58.66,16
38,16
22.03,16
45.3,16
15,16
5.27,16
33.666666,16
22,16
5.13,16
33.33333,16
55.12,16
33.6,16
21.7,16
22.2222222,16
23.456,16
1,16
33.67,16
27.3,16
1,16
44.32,16
5,16
38.725,16
68.987,16
67.25,16
50,16
22.5,16
21.6,16
32,16
29.5,16
12.2,16
39.75,16
46,16
22.22,16
88,16
72.8,16
17,16
43.46,16
33.33335,16
24.918,16
44,16
1.1,16
3.3264,16
34,16
50,16
22.2,16
41.56,16
31,16
13,16
22.2222,16
12.12,16
23.27,16
100,16
23.7,16
19.57,16
17,16
15.259259,16
36.9,16
5.54547,16
69.69,16
42.55,16
21.1221,16
6.48,16
3.367,16
33.4,16
36.666666,16
16.7,16
1.8365,16
3.8971,16
2.8764,16
1.0444,16
33.33,16
33.6666666,16
33.01,16
20,16
67.25,16
20,16
33,16
77.28,16
57.73,16
36.66,16
44.444444,16
33.3333,16
18.11,16
13.4773,16
31.27,16
29.5,16
22.22,16
34,16
52.5,16
27.944,16
26.05,16
80,16
9.99999,16
32,16
77,16
69.5,16
22.5,16
30.06,16
25,16
69,16
19.67,16
33.33,16
33.7,16
38.2,16
49.358,16
3.7,16
33.33,16
53.55,16
2.7777,16
28,16
18,16
42.06,16
11.21,16
12.85,16
28,16
22.37,16
65.6,16
18.7037,16
32.56,16
36.66666,16
12.5,16
8.75,16
32.0512,16
45,16
1,16
1.99,16
2.01,16
2.99,16
3.01,16
3.99,16
4.01,16
33.33,16
22.45,16
7.38,16
24.44,16
33.66,16
27,16
11.01,16
33.33,16
47.5,16
33.3333,16
20.2,16
11,16
22.2222,16
12.06,16
23.1,16
47.25,16
36.2,16
21.6,16
36.7,16
12.58,16
1.313620891,16
22.2222,16
33.3,16
19.52,16
33.66,16
33.3,16
40,16
33.66,16
84,16
33,16
43,16
66,16
27,16
33.33333,16
34,16
13.5,16
33.5,16
33.66666,16
33.66666,16
33.33333,16
33.66666,16
8.1,16
16.6,16
6.1,16
5.3,16
33,16
17,16
33.66666,16
38,16
38,16
27,16
66,16
43,16
33,16
33.333333,16
40.03994,16
36.187,16
17.64,16
1,16
5.33,16
13.2,16
1.1,16
1,16
48.8,16
10.9,16
17,16
43.3,16
25.6367,16
6,16
9,16
44.44,16
22.22,16
25.03,16
50.2,16
29.001,16
46.6,16
46.666,16
68.6666,16
18.81488889,16
29.001,16
9.876543209,16
11.555555,16
12.7568,16
28.4,16
6.23,16
4.15,16
1,16
13,16
24,16
30.2522,16
28.1225,16
29.1457,16
28.9999,16
38.6739,16
37.1567,16
24.6541,16
35.5555,16
36.6666,16
32.5846,16
47,16
34.997,16
35.4,16
15,16
38.48141,16
7.5,16
36.6,16
24.85,16
5.1,16
14.81,16
25,16
22.22,16
31.4,16
32,16
37.16,16
36.787944,16
23.25,16
15,16
36.664,16
44.6,16
6.5843,16
1.1,16
6.5,16
33.3,16
27.7,16
17.7,16
18.27,16
17,16
47.3,16
33.7,16
22.55116667,16
14.667,16
22.041997,16
16.49,16
52.8,16
13.45,16
33,16
38,16
7.77,16
16.2,16
27.3,16
23,16
54,16
33,16
35.4,16
40.1,16
88.33333,16
22.22222,16
53,16
35,16
33.33333,16
28.5,16
6,16
50.52,16
66.69,16
1,16
56.3,16
67.7,16
43,16
35,16
46.6,16
33.33333,16
33.663366,16
50.8,16
11.13,16
13,16
4.5,16
40.66,16
14.81,16
55,16
46.547,16
28.671,16
26,16
18.44,16
8.96,16
1.156102,16
60,16
4.12,16
34.1034,16
27.77777,16
1,16
20.0436,16
13.33332,16
7.854,16
33.123,16
22.227,16
13.131313,16
15.47,16
23.4,16
1,16
1,16
1,16
20.1,16
22.44444,16
9.5789457,16
12.95645886,16
73.26,16
21.38,16
38.49,16
60.93,16
54.72,16
22.22,16
49.5,16
49.6,16
27.666,16
33.333,16
23.333,16
36.666,16
26,16
22.22222,16
33.66,16
21.7,16
39,16
33.33,16
20.03,16
13,16
15.708,16
49.9,16
1.49,16
23.23,16
37.47,16
1.31362089,16
51.4,16
94.74,16
19,16
17,16
14.96296296,16
1,16
32.25,16
66,16
8.96,16
1,16
33.2664951,16
31.8321962,16
33.33333,16
64,16
75,16
45.7,16
23.2,16
1.33333,16
22.22,16
55.3,16
75,16
37.059898,16
33.53399005,16
33.33,16
21,16
17,16
55.55,16
52,16
21,16
1,16
23,16
22.6,16
20.625385,16
27.2999,16
32.9876,16
22.2222,16
33.3,16
37.25,16
34.3,16
11.11,16
33,16
37.29,16
22,16
22.222,16
14.81481491,16
33.333,16
36,16
55,16
29.33333,16
41.24261,16
33.33333,16
35,16
28.88,16
33,16
27.77778,16
22,16
33.79,16
39.237,16
39.84,16
28,16
32.524,16
22.7,16
22.3278009,16
73.43,16
55.059,16
33.3,16
1.939506667,16
22.22,16
22.23,16
19.33,16
50.25,16
63.63,16
31,16
31.64866667,16
47.473,16
3.033,16
7.24,16
33.32,16
44.43,16
1.91,16
6.2,16
10.3,16
11.1,16
6.7,16
1.11,16
27.74,16
44,16
27.77,16
65.99,16
22.5,16
1.01,16
25.3,16
23.3233,16
28.5,16
38.785,16
41.234,16
43.333,16
47.56,16
16.6,16
33.333,16
45.56,16
25,16
38,16
27.896,16
33.66,16
97,16
33.131,16
32.07,16
30.95833333,16
62.59,16
32.07,16
33.33333,16
22.33333,16
32.357,16
13,16
19.01,16
13.13131313,16
41,16
41.49,16
36.8,16
36.7,16
22.22,16
19.3,16
30.0395,16
14.39,16
33.333332,16
37.34,16
22.221,16
29.4,16
13.3210321,16
31.41414141,16
1,16
38.03,16
34.3,16
22.22,16
15.33,16
15.05,16
52,16
22.4,16
22.45,16
22.34,16
23.32,16
62.33,16
25.33,16
22.44,16
33.333,16
14.813,16
22.454,16
33.33,16
25.53121,16
33.33333,16
26.438,16
14.96,16
22.43,16
33.110666,16
66.6,16
22.222,16
23.51,16
33.110666,16
54,16
60,16
9.59,16
33.34,16
33.33,16
33.333,16
10,16
14.444,16
21.666,16
30.2685,16
29.2685,16
28.2685,16
26.49,16
78.34,16
33.6666,16
22.4444,16
33.3,16
73,16
1.00000075,16
1.68555,16
1.30646868,16
1.14704539,16
1,16
2.14138822,16
1.1,16
1,16
1.11,16
1.8,16
24.7931,16
4,16
1,16
3.5,16
30.25,16
17.897,16
13,16
22.222222,16
3.33,16
39,16
7.321,16
12.8,16
4.38,16
1.771,16
5,16
1,16
18,16
22.2222,16
25.01,16
26.66,16
28.5,16
67.1,16
18.136775,16
25,16
7.7,16
25.12,16
51.9,16
4.8,16
1.321,16
22.22,16
88,16
22.2,16
13,16
26,16
49.5,16
55,16
33,16
33.33333,16
69,16
1,16
61.52,16
33.33,16
17.266666,16
32.83,16
33.33,16
66.48,16
7.11,16
21.64,16
59.06,16
31.47,16
78.22,16
13.64,16
21.37,16
43.89,16
79.31,16
13.01,16
63.33,16
66.66,16
35,16
2,16
18,16
17.5,16
48.7,16
25,16
50.5,16
11.3526,16
30,16
48,16
23,16
74,16
35.8,16
23.9407407,16
23,16
22.22,16
22.2349719,16
29.92,16
50,16
3.6,16
37.17,16
2,16
33.66666,16
25,16
7.13,16
5.23,16
22.2,16
33.66666,16
49.3,16
15.87,16
29,16
11.5,16
33.3,16
23.2,16
22,16
12.97,16
98.283,16
33,16
77,16
43.33,16
29.4,16
25.6,16
33.3,16
37.33,16
14.8,16
100,16
3.33333,16
22.22222,16
27.77777,16
33.33,16
33.33333,16
15.6,16
33.33333,16
73.2,16
13.33,16
15.3,16
22.2,16
41.4,16
22.2222,16
33.33333,16
33.33333,16
33.66,16
24,16
15,16
19.37,16
23.45679012,16
37.2,16
41.66,16
28.25,16
26,16
26.75,16
33.66666667,16
42.612,16
50.12,16
67.05,16
24.3,16
33.66,16
33.3,16
23,16
22.22,16
21.3213,16
11.24,16
17.029,16
1,16
44,16
7,16
1.0666,16
22.22,16
33.35,16
23,16
33.33333,16
14.4,16
66.7,16
47.875214,16
97.2,16
31.8,16
34,16
12.83,16
33.75,16
18,16
31.05,16
20.6,16
30.38,16
32.77,16
40,16
39,16
22,16
69,16
33,16
22.2,16
1,16
21.2,16
33.68148,16
45.11111,16
62.3,16
55.77,16
37.57,16
69,16
33.33,16
23,16
16.0494,16
26.5926,16
69.69,16
33.67,16
7,16
33.333,16
23,16
35,16
36,16
33.33333,16
36.6,16
2.8222,16
77.765,16
36.66666667,16
49.99999995,16
36.456,16
33.333,16
44,16
15.7,16
12.3,16
66,16
33.34,16
33.33,16
33.29,16
41.4,16
25,16
15.75145994,16
33.33,16
66.6,16
50,16
23,16
47.66666,16
18.1,16
68.69,16
5,16
32,16
22.44,16
17.13,16
33.6666,16
34.56666666,16
27.74,16
1,16
40,16
22,16
18.14,16
11.29,16
20.01,16
33.66,16
33.6666,16
16.01,16
28.5277,16
27.43,16
33.67,16
30.2,16
39,16
22,16
69,16
33,16
22.2,16
1,16
67,16
46,16
37,16
1.33333,16
41.5,16
24.98,16
26.42,16
27.65,16
1,16
3.901844231,16
1,16
23.62,16
12.0219,16
1,16
33.3,16
66,16
100,16
14.814814,16
56.8,16
1,16
4,16
22.22,16
21.1,16
5.3,16
17.3,16
16.75,16
1.3,16
39.39,16
3.1416,16
5.9,16
7.34,16
11,16
33.33333,16
29,16
33,16
19.435,16
100,16
50,16
1.492,16
100,16
100,16
5.45,16
7,16
34.5,16
34.5,16
44.4444,16
27.77777,16
35.18,16
33.33333,16
3.366,16
3.365,16
3.367,16
3.364,16
100,16
5.631111,16
22.22,16
17.02343321,16
29.7,16
18.427456,16
32,16
35,16
22.1999,16
30.124532,16
4.24,16
35,16
19.41,16
73.3,16
19.0875,16
33.33,16
32.5,16
26.5369863,16
13.06,16
4,16
33.33,16
22.22,16
14.8148,16
33.344,16
100,16
7.777,16
77.2,16
6.14,16
11.13,16
42,16
25.64,16
34,16
33.33,16
66.66666,16
2.12,16
33.33333,16
1.300484444,16
25.55555,16
1,16
33.32,16
22,16
25,16
26.245,16
32.333,16
43.228,16
22.8395,16
90,16
43.228,16
22.8395,16
26.245,16
32.333,16
48.23,16
22.22222,16
27.7772,16
27.3313,16
22.685,16
1.01,16
34.76,16
2.57,16
10.1,16
12.2,16
29.74,16
33.33333,16
4.854,16
14.81,16
1,16
1,16
1.8121,16
5,16
9.876,16
33.5806195,16
12.51,16
3,16
2.7182,16
1,16
12,16
9.1270283,16
8.23554871,16
8.7756456,16
8.012347,16
7.582677,16
9.791338,16
33.775,16
1.2,16
1.0031,16
37,16
4,16
1.2512,16
1.1156,16
25.12,16
15,16
22.75,16
16.66666,16
1,16
1.5,16
26,16
100,16
18.5185,16
1,16
15.5,16
31.71,16
37.6,16
38.25,16
44.7,16
12.74,16
35.22,16
41.64,16
100,16
100,16
3.9401,16
44.7,16
11.7766,16
33.4433333,16
1.5,16
17.17,16
29.77,16
23.23232323,16
1,16
27.77,16
7,16
49,16
33.33333,16
1.21,16
1.17,16
2.35,16
1,16
13,16
26.66,16
33,16
7,16
44,16
21.82,16
13.568438,16
14.1312,16
12.8999999,16
98.283,16
87.75,16
7.3,16
17.02,16
33.33333,16
69,16
36.2,16
25,16
32.59,16
46.8,16
33.35,16
33.33333,16
30.79,16
1,16
20.84,16
19,16
10.5,16
45.55,16
27.55,16
26.67,16
46.02,16
23.4,16
33.33,16
33.33,16
28.33,16
45.5,16
52,16
11.11,16
33.66666,16
22.23,16
33.56,16
33.66,16
35.447,16
30.01,16
22.22,16
22.22,16
50,16
22.22222,16
40,16
24,16
1.91,16
25,16
24.5634,16
27.277,16
22.534,16
18.534,16
27.28,16
22.22222,16
41.97,16
38.6,16
70.23,16
34.83333,16
33,16
33.3,16
99.99,16
33,16
12,16
48.75,16
21.109333,16
27.26,16
33.33333,16
14.814,16
53.2016,16
33.33333,16
58,16
50.0008684,16
20.534,16
50.651,16
6,16
22.9,16
33.66,16
22.4,16
50,16
19.73,16
2.8375,16
43.333,16
30.66666,16
14.8148,16
6.584,16
22.44444445,16
16.66,16
22.222,16
9.049944,16
14.33,16
33.33,16
9.8765,16
30.6666,16
6.338917408,16
37.03,16
30,16
22.2222,16
27,16
37,16
12.2,16
14.485,16
6.56,16
35,16
20.22,16
11.485,16
22,16
16.53,16
9.77,16
11.17,16
1.5,16
34,16
35,16
75.6,16
32.5,16
2.337705,16
33.67,16
1.1,16
4.375,16
38.3,16
29.55,16
33.66666,16
4.22594493,16
22.28150115,16
3.374,16
1.10127,16
2.21357,16
34.23,16
32.25,16
33.93,16
32.8,16
32.98,16
33.77,16
34.38,16
36.66,16
36.12,16
36.21,16
7.96,16
8.33333,16
20.5,16
23.88,16
12.03,16
12.5,16
13.7,16
15.3,16
7,16
12.77,16
17.7,16
10,16
2.8,16
33.33,16
2.21037,16
1.31368,16
2.3,16
7.57801,16
21.76,16
18.43,16
37.56,16
28.7,16
33.635,16
1.7145,16
24.2,16
1,16
5,16
1.156101994,16
1.7341,16
15.23,16
38,16
30,16
45.9,16
33.333,16
39.7,16
42.43,16
15.5,16
36,16
4,16
16.69,16
69.69,16
21,16
33.69,16
27.12,16
64.66,16
5.2,16
23.85,16
67.325,16
46.67,16
31.5,16
48.56,16
20,16
50,16
33,16
17,16
23.6,16
2.2323,16
100,16
20.33333,16
23,16
100,16
99,16
3.3232,16
99.9,16
17,16
9,16
11,16
21,16
19.74074,16
9.25138,16
5.43217,16
22.22,16
14.04,16
29.62,16
37.6,16
13,16
19,16
16.99391,16
16.0123,16
23.292307,16
99.99,16
17.0012,16
17.9991,16
60,16
75,16
38.5,16
3.33,16
15,16
22,16
22.2222,16
1.1564,16
33.3333,16
50,16
13,16
24,16
1,16
23.232,16
18.99327,16
18.00137,16
19.101,16
13,16
2.19,16
4.93,16
10.56,16
8.888,16
45,16
33.33,16
25,16
23.33,16
66,16
28.055,16
23.56,16
35.53,16
22.21,16
18.03,16
19.9,16
21.22,16
22.4,16
20.5,16
31,16
33.66,16
21.19,16
4,16
19.22,16
23.86,16
40.19,16
20.3,16
19.102,16
25.3,16
16.27,16
33.3333,16
19.94,16
16.66666667,16
21.7,16
18.832,16
4.977,16
27.777,16
28.68,16
22.2,16
14.82,16
2.11,16
2.12,16
2.13,16
2.14,16
2.15,16
2.16,16
2.17,16
2.18,16
2.19,16
2.2,16
2.21,16
2.22,16
2.23,16
2.24,16
2.25,16
2.26,16
2.27,16
2.28,16
2.29,16
2.3,16
2.31,16
2.32,16
2.33,16
2.34,16
2.35,16
2.36,16
2.37,16
2.38,16
2.39,16
2.4,16
12.345678,16
9.28,16
7.25,16
8.46,16
10.78,16
6.72,16
33.888,16
30.555,16
36,16
69,16
57,16
82,16
18.73,16
7.34,16
14.95,16
1,16
17,16
1,16
33.3333,16
66.66,16
23.3,16
36.5,16
28.2,16
23.33,16
22.4,16
14.9,16
76.5,16
33.33333,16
10.1,16
7.1,16
7.77,16
1.02076,16
1.005637,16
1,16
4.66,16
6.894775,16
22.22,16
21,16
22.4,16
9.77,16
8.623896912,16
7.25,16
11.1112,16
10.1112,16
8.8899,16
8.1112,16
7.1112,16
6.1112,16
6.8889,16
5.8889,16
5.1112,16
14.88,16
20,16
11.13,16
84,16
25.13,16
1.1561,16
2.41185,16
23.232,16
44.776,16
22.838,16
26.61,16
24.61,16
25.61,16
25.01,16
26.66666,16
17,16
10,16
8.5,16
24.85,16
3.333,16
35.29,16
66.5,16
21.204,16
11.8889,16
10.8889,16
15,16
27,16
31,16
19.74074,16
16,16
22.22,16
33.33,16
13.13,16
31.33,16
47.36,16
1.1333,16
2.51,16
59,16
33.66,16
33.8,16
34.2,16
33.5,16
34.6,16
33.3,16
34.3,16
44.4,16
77,16
23.6,16
27,16
39.3,16
10.92,16
28.71,16
26.6,16
35,16
22.44,16
1.025,16
26.8,16
6.66,16
18.66,16
33.333,16
26.1001,16
3.13,16
33.33,16
18,16
15,16
9,16
22,16
8,16
16,16
57,16
13,16
68.16,16
40,16
33.66666,16
13.1313132,16
26,16
18.1,16
14.93333333,16
13.343,16
11.186,16
14,16
20.357,16
12.6555,16
38.9,16
47.3,16
8.95,16
27.1285,16
15.6251,16
24.369,16
61.8,16
22,16
12.3444,16
62,16
22,16
22,16
33.33,16
53.52,16
35.1333,16
1.001,16
14.5,16
22.2223,16
22.4,16
8.5,16
33.07,16
33.32,16
33.72,16
22.3486298,16
17,16
13.13,16
10.52,16
17.3,16
26.1001,16
13.13,16
10.52,16
19.8,16
18.82,16
21.62,16
17.3,16
1.300614744,16
57,16
77.25,16
69.5,16
25.25,16
3.1416,16
6.58,16
7.17,16
28,16
30.8901012,16
13.3,16
43.5,16
12.95,16
12,16
8.779,16
13,16
19.875,16
17.535,16
15.488,16
33.6,16
22.22,16
1,16
30.032,16
20.0125,16
4.02312,16
19.9012,16
6.9012,16
6.023112,16
5.9012,16
5.02312,16
4.9012,16
7.02312,16
10.9012,16
10.123,16
9.9012,16
9.123,16
8.8012,16
8.02312,16
7.9012,16
23.5,16
9.0649285,16
17.61,16
0.001,16
10.13,16
23.2,16
33.331,16
15.814,16
28.43,16
18.32,16
9.825,16
23.625,16
17.316973,16
34,16
7.35,16
8.488,16
33.6666667,16
21.5,16
14,16
12,16
3.0231,16
8.81,16
66.5,16
14.319,16
31.13,16
15.3,16
9.9,16
9.8528,16
33.33,16
20,16
33.33333,16
8.1,16
5.2,16
14.7,16
2.2578873,16
4.4,16
17.65,16
